SectorGroup,Sector,SectorANZSIC,FuelGroup,Fuel,TechnologyGroup,Technology,EndUseGroup,EndUse,Transport,EnergyValue (Terajoules - TJ),PeriodEndDate
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,339.234275,31/12/2017
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,197.290767,31/12/2017
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,330.81361,31/12/2017
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,341.467684,31/12/2017
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Electricity,Electricity,Stationary Motors,"Pump Systems (for Fluids, etc.)",Stationary Motive Power,Pumping,Non-Transport,819.63124,31/12/2017
"Agriculture, Forestry and Fishing",NULL,A,Renewables,Geothermal,NULL,NULL,NULL,NULL,Non-Transport,428.056331,31/12/2017
"Agriculture, Forestry and Fishing",NULL,A,Fossil Fuels,Diesel,NULL,NULL,NULL,NULL,Non-Transport,99.771635,31/12/2017
"Agriculture, Forestry and Fishing",NULL,A,Fossil Fuels,Natural Gas,NULL,NULL,NULL,NULL,Non-Transport,134.819683,31/12/2017
Commercial,Accommodation and Food Services,H,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,6.22801,31/12/2017
Commercial,Accommodation and Food Services,H,Fossil Fuels,Coal,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,0.839303,31/12/2017
Commercial,Accommodation and Food Services,H,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,2.43684,31/12/2017
Commercial,Accommodation and Food Services,H,Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,23.556254,31/12/2017
Commercial,Accommodation and Food Services,H,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,4.145523,31/12/2017
Commercial,Accommodation and Food Services,H,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,7.266357,31/12/2017
Commercial,Accommodation and Food Services,H,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,2.028036,31/12/2017
Commercial,Accommodation and Food Services,H,Fossil Fuels,LPG,Heat/Cooling Devices,Cooking Ovens,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,296.946494,31/12/2017
Commercial,Accommodation and Food Services,H,Fossil Fuels,LPG,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,40.362297,31/12/2017
Commercial,Accommodation and Food Services,H,Fossil Fuels,LPG,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,15.242625,31/12/2017
Commercial,Accommodation and Food Services,H,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Cooking Ovens,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,382.75074,31/12/2017
Commercial,Accommodation and Food Services,H,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,775.760742,31/12/2017
Commercial,Accommodation and Food Services,H,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,425.470344,31/12/2017
Commercial,Accommodation and Food Services,H,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,426.160621,31/12/2017
Commercial,Accommodation and Food Services,H,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,51.832515,31/12/2017
Commercial,Accommodation and Food Services,H,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,205.680927,31/12/2017
Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Cooking Elements,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,405.217911,31/12/2017
Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,147.082322,31/12/2017
Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1144.978315,31/12/2017
Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,987.50845,31/12/2017
Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,1532.309253,31/12/2017
Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,215.112759,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,28.593425,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,1.082238,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,20.109828,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,42.751707,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,2.100202,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.062547,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,762.488677,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,231.25984,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,43.733504,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,NULL,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,NULL,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,334.419257,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,807.38587,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,190.884167,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,238.548988,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,10.042553,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,332.571563,31/12/2017
Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,364.260697,31/12/2017
Commercial,"Building Cleaning, Pest Control and Other Support Services",N73,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,3.96653,31/12/2017
Commercial,"Building Cleaning, Pest Control and Other Support Services",N73,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,3.600777,31/12/2017
Commercial,"Building Cleaning, Pest Control and Other Support Services",N73,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,35.649902,31/12/2017
Commercial,"Building Cleaning, Pest Control and Other Support Services",N73,Electricity,Electricity,Stationary Motors,"Pump Systems (for Fluids, etc.)",Stationary Motive Power,Pumping,Non-Transport,35.649902,31/12/2017
Commercial,Data Centers,J592,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,34.03,31/12/2017
Commercial,Data Centers,J592,Electricity,Electricity,Electronics and Lights,LED,Electronics and Lighting,Lighting,Non-Transport,0.82,31/12/2017
Commercial,Data Centers,J592,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,6.15,31/12/2017
Commercial,Defence,O76,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,85.177016,31/12/2017
Commercial,Defence,O76,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,35.82491,31/12/2017
Commercial,Defence,O76,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1.200723,31/12/2017
Commercial,Defence,O76,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.468541,31/12/2017
Commercial,Defence,O76,Fossil Fuels,Fuel Oil,Mobile Motors,Internal Combustion Engine (Sea Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,31.302119,31/12/2017
Commercial,Defence,O76,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,84.118954,31/12/2017
Commercial,Defence,O76,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,67.364543,31/12/2017
Commercial,Defence,O76,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,7.013977,31/12/2017
Commercial,Defence,O76,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,12.645559,31/12/2017
Commercial,Defence,O76,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,63.799372,31/12/2017
Commercial,Defence,O76,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,73.879699,31/12/2017
Commercial,Defence,O76,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,167.809105,31/12/2017
Commercial,Defence,O76,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,79.258501,31/12/2017
Commercial,Defence,O76,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,43.227076,31/12/2017
Commercial,Defence,O76,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,12.645559,31/12/2017
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,16.262996,31/12/2017
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.261622,31/12/2017
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,13.485608,31/12/2017
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,2.311367,31/12/2017
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1.071347,31/12/2017
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,200.710622,31/12/2017
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,159.212583,31/12/2017
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,12.018114,31/12/2017
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,2.192063,31/12/2017
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,2.192063,31/12/2017
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,35.993334,31/12/2017
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,293.056945,31/12/2017
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1060.010206,31/12/2017
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,39.929879,31/12/2017
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,1.975508,31/12/2017
